,Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
2074,3674548577,T650491C,NY,OMT,02/16/2015,38,4DSD,TOYOT,T,47720,18520,35820,01/01/20150430 12:00:00 PM,0043,43.0,43.0,358137.0,T202,C,1252P,,BX,F,2203,Lyon Ave,,01/05/0001 12:00:00 PM,408.0,h1,,Y,0900A,0700P,GR,,2008.0,,0.0,12P,38-Failure to Display Muni Rec,,,
2075,3720901259,GDX8818,NY,PAS,02/25/2015,21,4DSD,TOYOT,T,8590,7740,7940,01/01/20150417 12:00:00 PM,114,114.0,114.0,361025.0,T401,S,1141A,,Q,F,29-18,35th Ave,,01/05/0001 12:00:00 PM,408.0,d1,,Y,1130A,0100P,WH,,2002.0,,0.0,26 4,21-No Parking (street clean),,,
2076,2750433868,99043MD,NY,COM,10/02/2014,20,VAN,CHEVR,T,10110,17250,17270,01/01/88888888 12:00:00 PM,0009,9.0,9.0,356526.0,T101,H,1116A,1200P,NY,F,218,2nd Ave,,01/01/20141002 12:00:00 PM,408.0,d,,YYYYYYY,,,WHITE,,2006.0,,0.0,14 1,20-No Parking (Com Plate),,,
2077,3751884105,63527JM,NY,COM,06/29/2015,14,VAN,GMC,T,17450,0,0,01/01/88888888 12:00:00 PM,0017,17.0,17.0,359619.0,T102,J,1126A,,NY,I,N,E 23rd St,7ft E/of 3rd Ave,01/05/0001 12:00:00 PM,408.0,c,,YYYYYYY,,,BROWN,,1990.0,,0.0,10 6,14-No Standing,,,
2078,3726610072,34749JX,NY,COM,06/30/2015,21,DELV,MITSU,T,27530,81330,13430,01/01/20150831 12:00:00 PM,0084,84.0,84.0,361877.0,T301,G,1240P,,K,O,200,Clinton St,,01/05/0001 12:00:00 PM,408.0,d1,,Y,1130A,0100P,WHITE,,2007.0,,0.0,01 3,21-No Parking (street clean),,,
2079,3714712345,GLS6006,NY,PAS,03/30/2015,21,SUBN,HONDA,T,67730,40404,40404,01/01/20151125 12:00:00 PM,0061,61.0,61.0,332960.0,T302,M,0956A,,K,O,3300,Ocean Pky,,01/05/0001 12:00:00 PM,408.0,d1,,Y,0930A,1100A,RD,,2007.0,,0.0,N 32,21-No Parking (street clean),,,
2080,1372932719,CWJ8064,NY,PAS,09/11/2014,46,SUBN,FORD,P,67530,14480,14530,01/01/20160608 12:00:00 PM,0061,61.0,61.0,929395.0,0061,0000,0921A,,K,O,2270,OCEAN AVE,,01/05/0001 12:00:00 PM,408.0,F1,,BBBBBBB,ALL,ALL,BK,0,2002.0,-,0.0,,,,,
2081,3523359714,94905JA,NY,COM,11/28/2014,10,DELV,INTER,T,10010,18820,18830,01/01/88888888 12:00:00 PM,0019,19.0,19.0,361350.0,T103,K,1005A,,NY,O,1780,1st Ave,,01/05/0001 12:00:00 PM,408.0,b,,YYYYYYY,,,BROWN,,2001.0,,0.0,54 7,10-No Stopping,,,
2082,2886080464,69788MG,NY,COM,04/09/2015,69,VAN,FORD,T,25390,17530,17550,01/01/20170131 12:00:00 PM,0013,13.0,13.0,359616.0,T102,J,1057A,,NY,F,66,Madison Ave,,01/05/0001 12:00:00 PM,408.0,h1,,Y,0700A,0330P,WH,,2013.0,,0.0,07 6,69-Failure to Disp Muni Recpt,,,
2083,3141360320,FCP4464,NY,PAS,11/01/2014,72,SUBN,CHEVR,T,25840,56350,20790,01/01/20150424 12:00:00 PM,113,113.0,113.0,358116.0,T402,P,0411P,,Q,F,114-24,198th St,,01/05/0001 12:00:00 PM,408.0,j7,,,,,GY,,1999.0,,0.0,A 42,72A-Insp Stkr Counterfeit,,,
2084,3258581932,GJY1235,NY,PAS,07/01/2014,38,SUBN,MAZDA,T,13430,64330,5280,01/01/20150909 12:00:00 PM,0084,84.0,84.0,358133.0,T301,G,1137A,,K,F,475,Atlantic Ave,,01/05/0001 12:00:00 PM,408.0,h1,,Y,0900A,0700P,GY,,2002.0,,0.0,03 3,38-Failure to Display Muni Rec,,,
2085,3022592400,HEWORKS,NY,SRF,01/20/2015,21,4DSD,NISSA,T,21220,75080,75120,01/01/20160210 12:00:00 PM,0050,50.0,50.0,330234.0,T201,N,0954A,,BX,F,3615,Corlear Ave,,01/05/0001 12:00:00 PM,408.0,d1,,Y,0930A,1100A,GR,,2005.0,,0.0,B 21,21-No Parking (street clean),,,
2086,3022592400,HEWORKS,NY,SRF,01/20/2015,21,4DSD,NISSA,T,21220,75080,75120,01/01/20160210 12:00:00 PM,0050,50.0,50.0,330234.0,T201,N,0954A,,BX,F,3615,Corlear Ave,,01/05/0001 12:00:00 PM,408.0,d1,,Y,0930A,1100A,GR,,2005.0,,0.0,B 21,21-No Parking (street clean),,,
2087,3721655393,DSC4204,NY,PAS,03/19/2015,21,SUBN,JEEP,T,58020,29320,27960,01/01/20160531 12:00:00 PM,0052,52.0,52.0,361324.0,T201,H,1053A,,BX,O,3508,Perry Ave,,01/05/0001 12:00:00 PM,408.0,d1,,Y  Y,0930A,1100A,BK,,2012.0,,0.0,65 2,21-No Parking (street clean),,,
2088,3449321697,GGF5589,NY,PAS,01/14/2015,19,VAN,CHRYS,T,76550,70620,73620,01/01/20150711 12:00:00 PM,0050,50.0,50.0,355289.0,T201,N,0550A,,BX,F,101,W Kingsbridge Rd,,01/05/0001 12:00:00 PM,408.0,c3,,YYYYYYY,,,GY,,2001.0,,0.0,B 21,19-No Stand (bus stop),,,
2089,3449321697,GGF5589,NY,PAS,01/14/2015,19,VAN,CHRYS,T,76550,70620,73620,01/01/20150711 12:00:00 PM,0050,50.0,50.0,355289.0,T201,N,0550A,,BX,F,101,W Kingsbridge Rd,,01/05/0001 12:00:00 PM,408.0,c3,,YYYYYYY,,,GY,,2001.0,,0.0,B 21,19-No Stand (bus stop),,,
2090,2732542017,GYK3841,NY,PAS,06/08/2015,71,2DSD,HONDA,T,19140,25540,25600,01/01/20170531 12:00:00 PM,103,103.0,103.0,345530.0,T402,L,0556A,,Q,O,193-14,99th Ave,,01/05/0001 12:00:00 PM,408.0,j6,,,,,SILVE,,2001.0,,0.0,A 42,71-Insp. Sticker Missing (NYS,,,
2091,3393407213,GPX6079,NY,PAS,05/06/2015,37,4DSD,NISSA,T,7940,57390,7790,01/01/20160427 12:00:00 PM,114,114.0,114.0,359298.0,T401,S,1037A,1030A,Q,O,28-27,30th St,,01/05/0001 12:00:00 PM,408.0,h1,,Y,0900A,0700P,BK,,2014.0,423-3098,0.0,52-A,37-Expired Muni Meter,,,
2092,1374180142,GJB5855,NY,PAS,04/28/2015,40,SUBN,JEEP,P,9790,7240,7540,01/01/20150506 12:00:00 PM,114,114.0,114.0,953354.0,0114,0000,0920P,,Q,F,25-29,42 ST,,01/05/0001 12:00:00 PM,408.0,E2,,BBBBBBB,ALL,ALL,BK,0,2004.0,-,0.0,,,,,
2093,2725651481,GFP7996,NY,PAS,06/17/2015,14,SUBN,BMW,T,67730,64230,67830,01/01/20150611 12:00:00 PM,0060,60.0,60.0,341120.0,T802,B,0026A,,K,F,2940,Ocean Pky,,01/05/0001 12:00:00 PM,408.0,c,,YYYYYYY,,,BK,,2014.0,,0.0,A 31,14-No Standing,,,
2094,3346617605,FFZ4318,NY,PAS,02/23/2015,38,4DSD,NISSA,T,46190,54490,59890,01/01/20150301 12:00:00 PM,104,104.0,104.0,361852.0,T401,K,1133A,,Q,O,66-76,Fresh Pond Rd,,01/05/0001 12:00:00 PM,408.0,h1,,Y,0830A,0700P,BLACK,,0.0,,0.0,66,38-Failure to Display Muni Rec,,,
2095,2833713754,DCU5402,NY,PAS,02/25/2015,38,4DSD,TOYOT,T,35580,54050,73030,01/01/20150323 12:00:00 PM,0061,61.0,61.0,361800.0,T302,H,0502P,,K,F,1663,E 17th St,,01/05/0001 12:00:00 PM,408.0,h1,,Y,0830A,0700P,BK,,2013.0,,0.0,03 3,38-Failure to Display Muni Rec,,,
2096,3686078791,ECU1413,NY,PAS,09/29/2014,71,4DSD,HONDA,T,7530,10630,10680,01/01/20150831 12:00:00 PM,0062,62.0,62.0,345534.0,T302,Q,1119A,,K,F,8102,24th Ave,,01/05/0001 12:00:00 PM,408.0,j6,,YYYYYYY,,,GREY,,2007.0,,0.0,W 32,71A-Insp Sticker Expired (NYS),,,
2097,3221356483,GSX8573,NY,PAS,03/30/2015,21,4DSD,LEXUS,T,94130,23230,23930,01/01/20160914 12:00:00 PM,0083,83.0,83.0,332408.0,T301,L,0910A,,K,F,41,Woodbine St,,01/05/0001 12:00:00 PM,408.0,d1,,Y  Y,0900A,1030A,BK,,2003.0,,0.0,O 31,21-No Parking (street clean),,,
2098,3736043640,62927JM,NY,COM,02/25/2015,46,DELV,INTER,T,18890,0,0,01/01/88888888 12:00:00 PM,0023,23.0,23.0,358184.0,T103,P,0527P,1200P,NY,I,N,E 96th St,40ft E/of 5th Ave,01/01/20150225 12:00:00 PM,408.0,F1,,,,,BROWN,,1998.0,,0.0,26 7,46B-Double Parking (Com-100Ft),,,
2099,3167680975,DZK1237,NY,PAS,06/22/2015,70,SUBN,HYUND,T,59430,32930,13930,01/01/20150603 12:00:00 PM,0066,66.0,66.0,361335.0,T302,B,1028A,,K,F,845,McDonald Ave,,01/05/0001 12:00:00 PM,408.0,j3,,YYYYYYY,,,WH,,2007.0,,0.0,40 3,70A-Reg. Sticker Expired (NYS),,,
2100,3399402257,GNL1278,NY,PAS,08/11/2014,46,SUBN,HONDA,T,28830,19630,55630,01/01/20160226 12:00:00 PM,0068,68.0,68.0,358842.0,T302,E,0133P,,K,F,570,Coney Island Ave,,01/05/0001 12:00:00 PM,408.0,f1,,,,,GY,,2014.0,,0.0,02 3,46A-Double Parking (Non-COM),,,
2101,3255280982,41819JM,NY,COM,04/29/2015,19,DELV,FRUEH,T,46030,42030,58330,01/01/88888888 12:00:00 PM,0094,94.0,94.0,356185.0,T301,A,1139A,,K,F,137,Greenpoint Ave,,01/05/0001 12:00:00 PM,408.0,c3,,YYYYYYY,,,WHITE,,0.0,,0.0,17 3,19-No Stand (bus stop),,,
2102,3709603766,GHU3916,NY,PAS,09/23/2014,37,2DSD,HONDA,T,24330,58330,55430,01/01/20150717 12:00:00 PM,0094,94.0,94.0,357064.0,T301,S,0328P,0318P,K,F,191,Calyer St,,01/05/0001 12:00:00 PM,408.0,h1,,Y,0800A,0700P,GY,,2010.0,322-3032,0.0,17 3,37-Expired Muni Meter,,,
2103,3262552372,456SCU,CT,PAS,11/12/2014,40,SUBN,TOYOT,T,11930,86430,57030,01/01/20140188 12:00:00 PM,0090,90.0,90.0,351984.0,T301,Y,1008A,,K,F,120,Ainslie St,,01/05/0001 12:00:00 PM,408.0,e2,,YYYYYYY,,,RED,,0.0,,5.0,J 31,40-Fire Hydrant,,,
2104,2780161154,R94BRK,NJ,PAS,04/05/2015,14,4DSD,TOYOT,T,14010,26790,26990,01/01/88888888 12:00:00 PM,0005,5.0,5.0,356512.0,T105,E,0424P,,NY,F,191,Canal St,,01/05/0001 12:00:00 PM,408.0,c,,YYYYYYY,0400P,0700P,BLUE,,0.0,,0.0,003,14-No Standing,,,
2105,2737825122,C55CBZ,NJ,PAS,06/05/2015,37,PICK,CHEVR,T,77150,14420,49170,01/01/88888888 12:00:00 PM,0049,49.0,49.0,362271.0,T201,K,0222P,0156P,BX,O,2084,White Plains Rd,,01/05/0001 12:00:00 PM,408.0,h1,,Y,0900A,0800P,WHITE,,0.0,209-3003,0.0,01 2,37-Expired Muni Meter,,,
2106,3693305996,JNJ6622,PA,PAS,02/13/2015,37,SUBN,CHECK,T,16890,8790,61090,01/01/20150388 12:00:00 PM,115,115.0,115.0,358919.0,T401,J,0308P,0300P,Q,O,37-31,82nd St,,01/05/0001 12:00:00 PM,408.0,h1,,Y,0830A,0700P,GREY,,0.0,412-2389,0.0,22 4,37-Expired Muni Meter,,,
2107,3309464332,JPS0184,PA,PAS,12/08/2014,14,4DSD,MAZDA,T,69020,26220,26340,01/01/20151088 12:00:00 PM,0041,41.0,41.0,338611.0,T720,B,0905A,,BX,O,710,Tinton Ave,,01/05/0001 12:00:00 PM,408.0,c,,YYYYY,0700A,0400P,BLACK,,0.0,,0.0,K 62,14-No Standing,,,
2108,3750389366,FDY2320,NY,PAS,06/05/2015,21,4DSD,HONDA,T,24840,18140,18290,01/01/20160811 12:00:00 PM,103,103.0,103.0,358656.0,T402,M,1136A,,Q,F,9013,175th St,,01/05/0001 12:00:00 PM,408.0,d1,,Y  Y,1130A,0100P,RD,,2013.0,,0.0,C 42,21-No Parking (street clean),,,
2109,1297181001,FWH1858,NY,PAS,07/28/2014,67,SDN,NISSA,X,66320,55720,55120,01/01/20160209 12:00:00 PM,0043,43.0,0.0,943.0,0000,0000,0945A,,BX,F,2075,ST RAYMOND AVE,,01/05/0001 12:00:00 PM,408.0,F1,,BBBBBBB,0  :,0  :,WHITE,0,2013.0,-,0.0,,,,,
2110,1382446779,73203MD,NY,COM,04/27/2015,48,VAN,CHEVR,P,25800,15820,15720,01/01/20151111 12:00:00 PM,0040,40.0,40.0,936335.0,0040,0000,0126P,,BX,F,491,EAST 138 ST,,01/05/0001 12:00:00 PM,408.0,E1,,BBBBBBB,ALL,ALL,WHITE,0,2002.0,-,0.0,,,,,
2111,2892967326,CRN3964,NY,PAS,12/06/2014,16,4DSD,HONDA,T,59430,14330,9830,01/01/20160322 12:00:00 PM,0060,60.0,60.0,332021.0,T302,L,1137A,,K,O,1703,McDonald Ave,,01/05/0001 12:00:00 PM,408.0,k2,,Y,0700A,0700P,GY,,2007.0,,0.0,N 32,16A-No Std (Com Veh) Non-COM,,,
2112,2815318536,ERZ1218,NY,PAS,06/28/2014,14,SUBN,HONDA,T,21230,27100,13610,01/01/20150608 12:00:00 PM,0006,6.0,6.0,349538.0,T105,H,0148P,,NY,F,130,Fulton St,,01/05/0001 12:00:00 PM,408.0,c,,YYYYYYY,,,BLACK,,2012.0,,0.0,006,14-No Standing,,,
2113,3706163540,GSC6402,NY,PAS,08/13/2014,20,SUBN,LEXUS,T,13430,5280,5430,01/01/20160715 12:00:00 PM,0078,78.0,78.0,346022.0,T802,A,0827P,,K,F,543,Atlantic Ave,,01/05/0001 12:00:00 PM,408.0,d,,YYYYYYY,,,BK,,2015.0,,0.0,CC2,20A-No Parking (Non-COM),,,
2114,2850176278,JKA0872,PA,PAS,10/28/2014,21,4DSD,HONDA,T,27030,0,0,01/01/20150788 12:00:00 PM,0088,88.0,88.0,358885.0,T301,D,1158A,,K,I,W,Clermont Ave,50ft S/of Fulton St,01/05/0001 12:00:00 PM,408.0,d1,,Y,1130A,0100P,GREY,,0.0,,0.0,06 3,21-No Parking (street clean),,,
2115,3730391754,60270OA,NY,COM,04/22/2015,38,TR/C,INTER,T,57790,25740,45890,01/01/20160131 12:00:00 PM,111,111.0,111.0,341919.0,T401,X,1036A,,Q,F,196-33,Northern Blvd,,01/05/0001 12:00:00 PM,408.0,h1,,Y,0900A,0700P,WHITE,,0.0,,0.0,43 4,38-Failure to Display Muni Rec,,,
2116,3508798144,GEN7605,NY,PAS,04/01/2015,71,4DSD,LEXUS,T,38240,41030,14080,01/01/20150228 12:00:00 PM,0069,69.0,69.0,353156.0,T302,U,0221P,,K,F,914-B,E 107th St,,01/05/0001 12:00:00 PM,408.0,j6,,YYYYYYY,,,BK,,1999.0,,0.0,U 32,71A-Insp Sticker Expired (NYS),,,
2117,3391731660,GBU6802,NY,PAS,10/11/2014,37,4DSD,CHEVR,T,30120,61620,76950,01/01/20160830 12:00:00 PM,0045,45.0,45.0,359297.0,T202,C,1138A,1132A,BX,O,1726,Edison Ave,,01/01/20141011 12:00:00 PM,408.0,h1,,Y,0800A,0700P,BK,,1994.0,231-3034,0.0,06A,37-Expired Muni Meter,,,
2118,3729091817,12359MG,NY,COM,03/10/2015,19,VAN,FRUEH,T,54580,61390,54790,01/01/88888888 12:00:00 PM,109,109.0,109.0,361310.0,T401,A,1226P,,Q,F,41-60,Main St,,01/05/0001 12:00:00 PM,408.0,c3,,Y,,,BROWN,,2015.0,,0.0,04 4,19-No Stand (bus stop),,,
2119,3060106780,BVU9551,NY,PAS,10/01/2014,40,SUBN,HONDA,T,74630,86730,28430,01/01/20160622 12:00:00 PM,0076,76.0,76.0,357116.0,T302,J,0244P,,K,O,87,Sackett St,,01/05/0001 12:00:00 PM,408.0,e2,,YYYYYYY,,,BK,,2006.0,,2.0,C1 3,40-Fire Hydrant,,,
2120,3708843257,FYX4923,NY,PAS,10/23/2014,20,4DSD,HONDA,T,54580,41340,43360,01/01/20160822 12:00:00 PM,109,109.0,109.0,357070.0,T401,J,0736P,,Q,F,43-37,Main St,,01/05/0001 12:00:00 PM,408.0,d,,YYYYYYY,,,GY,,1998.0,,0.0,01 4,20A-No Parking (Non-COM),,,
2121,2796795395,ASK6524,NY,PAS,07/05/2014,21,4DSD,TOYOT,T,8790,17990,18090,01/01/20150716 12:00:00 PM,115,115.0,115.0,358636.0,T401,D,0853A,,Q,F,88-03,37th Ave,,01/05/0001 12:00:00 PM,408.0,d1,,Y,0830A,0900A,GY,,2010.0,,0.0,18 4,21-No Parking (street clean),,,
2122,3405390586,L2DUKE,NY,SRF,07/07/2014,71,4DSD,ME/BE,T,67030,40230,44430,01/01/20160416 12:00:00 PM,0067,67.0,67.0,357713.0,T302,O,0410P,,K,F,2047,Nostrand Ave,,01/05/0001 12:00:00 PM,408.0,j6,,YYYYYYY,,,WH,,2005.0,,0.0,18 3,71A-Insp Sticker Expired (NYS),,,
2123,1368349602,GYD3736,NY,PAS,05/18/2015,21,SUBN,DODGE,P,85730,47630,72830,01/01/20170513 12:00:00 PM,0079,79.0,110.0,353078.0,T110,0000,0822A,,K,F,176,TOMPKINS AVE,,01/05/0001 12:00:00 PM,408.0,D1,,YBBYBBB,0800A,0930A,BK,0,2005.0,-,0.0,,,,,
2124,3745883267,80985MA,NY,COM,05/08/2015,37,VAN,ME/BE,T,13610,0,0,01/01/20150930 12:00:00 PM,0020,20.0,20.0,361371.0,T103,J,1139A,1056A,NY,I,W,Broadway,40ft S/of W 76th St,01/05/0001 12:00:00 PM,408.0,h1,,Y,0830A,1000P,BL,,2013.0,108-3057,0.0,48 7,37-Expired Muni Meter,,,
2125,2719604464,80771MA,NY,COM,09/15/2014,38,VAN,GMC,T,25390,18770,18790,01/01/20160228 12:00:00 PM,0019,19.0,19.0,355229.0,T103,C,0928A,,NY,F,1246,Madison Ave,,01/05/0001 12:00:00 PM,408.0,h1,,Y,0900A,0700P,WHITE,,2014.0,,0.0,01 7,38-Failure to Display Muni Rec,,,
2126,3702623909,GBE2973,NY,PAS,10/02/2014,37,SUBN,JEEP,T,26790,14930,27990,01/01/20160827 12:00:00 PM,0001,1.0,1.0,353272.0,T800,B2,1121P,1053P,NY,F,24,Mott St,,01/05/0001 12:00:00 PM,408.0,h1,,Y,0730A,1200A,RD,,1994.0,124-4060,0.0,D 77,37-Expired Muni Meter,,,
2127,3595797238,87563MD,NY,COM,01/21/2015,14,DELV,NS/OT,T,34470,13610,10610,01/01/88888888 12:00:00 PM,0014,14.0,14.0,350408.0,T106,M,0631A,,NY,O,161,W 35th St,,01/05/0001 12:00:00 PM,408.0,c,,YYYYYYY,,,WHITE,,0.0,,0.0,99 6,14-No Standing,,,
2128,3595797238,87563MD,NY,COM,01/21/2015,14,DELV,NS/OT,T,34470,13610,10610,01/01/88888888 12:00:00 PM,0014,14.0,14.0,350408.0,T106,M,0631A,,NY,O,161,W 35th St,,01/05/0001 12:00:00 PM,408.0,c,,YYYYYYY,,,WHITE,,0.0,,0.0,99 6,14-No Standing,,,
2129,3717888642,CRK3878,NY,PAS,10/11/2014,71,SUBN,NISSA,T,22190,0,0,01/01/20150910 12:00:00 PM,113,113.0,113.0,357055.0,T402,R,0413P,,Q,I,S,135th Ave,60ft E/of 143rd St,01/05/0001 12:00:00 PM,408.0,j6,,YYYYYYY,,,BL,,2003.0,,0.0,M 42,71A-Insp Sticker Expired (NYS),,,
2130,3492222831,ELJ2092,NY,PAS,10/01/2014,37,SUBN,ACURA,T,12840,0,0,01/01/20160925 12:00:00 PM,112,112.0,112.0,357749.0,T401,F,0505P,0403P,Q,I,W,62nd Dr,40ft N/of Queens Blv,01/05/0001 12:00:00 PM,408.0,h1,,Y,0900A,1000P,RD,,2011.0,417-3107,0.0,53-P,37-Expired Muni Meter,,,
2131,3229385721,CDD6142,NY,PAS,01/12/2015,37,SUBN,FORD,T,54100,47630,31530,01/01/20151106 12:00:00 PM,0083,83.0,83.0,361886.0,T301,P,0227P,0212P,K,F,332,Knickerbocker Ave,,01/05/0001 12:00:00 PM,408.0,h1,,Y,0830A,0700P,RED,,2006.0,330-3013,0.0,11 3,37-Expired Muni Meter,,,
2132,3229385721,CDD6142,NY,PAS,01/12/2015,37,SUBN,FORD,T,54100,47630,31530,01/01/20151106 12:00:00 PM,0083,83.0,83.0,361886.0,T301,P,0227P,0212P,K,F,332,Knickerbocker Ave,,01/05/0001 12:00:00 PM,408.0,h1,,Y,0830A,0700P,RED,,2006.0,330-3013,0.0,11 3,37-Expired Muni Meter,,,
2133,3711042006,CCU8710,NY,PAS,10/03/2014,20,4DSD,TOYOT,T,9640,57490,7990,01/01/20161007 12:00:00 PM,114,114.0,114.0,358586.0,T401,S,1210P,,Q,F,30-58,41st St,,01/05/0001 12:00:00 PM,408.0,d,,YYYYY,0800A,0600P,GY,,2008.0,,0.0,28 4,20A-No Parking (Non-COM),,,
2134,3705605975,GSL3104,NY,PAS,08/30/2014,70,SUBN,JEEP,T,11110,0,0,01/01/88888888 12:00:00 PM,0018,18.0,18.0,346166.0,T106,D,1103A,,NY,I,E,11th Ave,45ft N/of W 53rd St,01/05/0001 12:00:00 PM,408.0,j3,,,,,BLUE,,0.0,,0.0,18 6,70-Reg. Sticker Missing (NYS),,,
2135,3433339775,GKV8422,NY,PAS,02/13/2015,38,4DSD,CHEVR,T,49130,67030,64830,01/01/20151028 12:00:00 PM,0079,79.0,79.0,359590.0,T301,G,0110P,,K,F,126,Herkimer St,,01/05/0001 12:00:00 PM,408.0,h1,,Y,0830A,0700P,GY,,2014.0,,0.0,09 3,38-Failure to Display Muni Rec,,,
2136,1357873244,EVW5525,NY,PAS,12/03/2014,71,SDN,NISSA,P,0,0,0,01/01/20151221 12:00:00 PM,0052,52.0,52.0,951455.0,0052,0000,0441P,,BX,,,C/O TRYON AVE,211 ST,01/05/0001 12:00:00 PM,408.0,F1,,BBBBBBB,0  :,0  :,RD,0,2008.0,-,0.0,,,,,
2137,2823808692,FZB9305,NY,PAS,07/23/2014,46,4DSD,INFIN,T,18430,24890,10210,01/01/20160531 12:00:00 PM,0019,19.0,19.0,353512.0,T103,S,0117P,,NY,F,149,E 72nd St,,01/05/0001 12:00:00 PM,408.0,f1,,,,,BK,,2012.0,,0.0,56 7,46A-Double Parking (Non-COM),,,
2138,3095679070,GPK3872,NY,PAS,02/08/2015,20,4DSD,HONDA,T,12010,0,0,01/01/20160801 12:00:00 PM,0034,34.0,34.0,354084.0,T103,L,0722A,,NY,I,W,Audubon Ave,8ft S/of W 190th St,01/05/0001 12:00:00 PM,408.0,d,,YYYYYYY,,,GY,,2009.0,,0.0,CC2,20A-No Parking (Non-COM),,,
2139,3211301793,GKU3190,NY,PAS,12/05/2014,40,SUBN,NISSA,T,11830,31530,54130,01/01/20150919 12:00:00 PM,0088,88.0,88.0,346022.0,T802,A,0838P,,K,F,285,Adelphi St,,01/05/0001 12:00:00 PM,408.0,e2,,YYYYYYY,,,GY,,2013.0,,0.0,CC2,40-Fire Hydrant,,,
2140,3622417562,20667TC,NY,COM,06/01/2015,14,TRAC,KENWO,T,10110,17450,17470,01/01/20160430 12:00:00 PM,0013,13.0,13.0,361283.0,T102,F,0834A,,NY,F,401,2nd Ave,,01/05/0001 12:00:00 PM,408.0,c,,YYYYY,0700A,1000A,WHITE,,2005.0,,0.0,99 6,14-No Standing,,,
2141,3735698181,2EAH97,MD,PAS,05/07/2015,21,4DSD,TOYOT,T,29690,0,0,01/01/20150288 12:00:00 PM,0030,30.0,30.0,343918.0,T103,A,0836A,,NY,I,W,Riverside Dr,100ft N/of W 135th S,01/05/0001 12:00:00 PM,408.0,d1,,Y  Y,0830A,1000A,GREY,,0.0,,0.0,F 77,21-No Parking (street clean),,,
2142,2788071214,19265MC,NY,COM,04/23/2015,47,DELV,MACK,T,25390,18090,18110,01/01/20150531 12:00:00 PM,0017,17.0,17.0,353513.0,T400,A,0845A,,NY,O,555,Madison Ave,,01/05/0001 12:00:00 PM,408.0,l2,,YYYYYYY,,,RD,,1998.0,,0.0,02 9,47-Double PKG-Midtown,,,
2143,3713061838,562VMH,FL,PAS,01/15/2015,37,4DSD,HONDA,T,53790,20190,20340,01/01/20150888 12:00:00 PM,106,106.0,106.0,358915.0,T402,G,1219P,1211P,Q,F,108-05,Liberty Ave,,01/05/0001 12:00:00 PM,408.0,h1,,Y,0900A,0700P,BLUE,,0.0,444-3037,0.0,24 4,37-Expired Muni Meter,,,
2144,3713061838,562VMH,FL,PAS,01/15/2015,37,4DSD,HONDA,T,53790,20190,20340,01/01/20150888 12:00:00 PM,106,106.0,106.0,358915.0,T402,G,1219P,1211P,Q,F,108-05,Liberty Ave,,01/05/0001 12:00:00 PM,408.0,h1,,Y,0900A,0700P,BLUE,,0.0,444-3037,0.0,24 4,37-Expired Muni Meter,,,
2145,3269009064,68953ME,NY,COM,04/21/2015,38,VAN,INTER,T,8240,8590,8690,01/01/20160430 12:00:00 PM,114,114.0,114.0,359585.0,T401,D,1126A,,Q,F,35-53,32nd St,,01/05/0001 12:00:00 PM,408.0,h1,,Y,0900A,0700P,WH,,2001.0,,0.0,26-A,38-Failure to Display Muni Rec,,,
2146,3516794338,JKN1391,PA,PAS,08/16/2014,40,4DSD,VOLKS,T,10010,0,0,01/01/20140988 12:00:00 PM,0023,23.0,23.0,341195.0,T103,B,0848A,,NY,I,E,1st Ave,35ft S/of E 97th St,01/05/0001 12:00:00 PM,408.0,e2,,YYYYYYY,,,GREY,,0.0,,7.0,CCB,40-Fire Hydrant,,,
2147,3713749074,C2729S,ON,PAS,10/21/2014,66,TRAC,TRAIL,T,30150,0,0,01/01/20140088 12:00:00 PM,0075,75.0,75.0,353041.0,T802,A,0133A,,K,I,N,Cozine Ave,55ft W/of Montauk Av,01/05/0001 12:00:00 PM,408.0,k4,,,,,SILVE,,0.0,,0.0,S 31,66-Detached Trailer,,,
2148,3716226662,GVP4118,NY,PAS,04/03/2015,38,4DSD,VOLKS,T,24140,64190,61390,01/01/20161216 12:00:00 PM,109,109.0,109.0,357765.0,T401,U,0257P,,Q,F,41-24,162nd St,,01/05/0001 12:00:00 PM,408.0,h1,,Y,0800A,0700P,RD,,2008.0,,0.0,07 4,38-Failure to Display Muni Rec,,,
2149,3512807846,WZB3951,VA,PAS,11/06/2014,17,VAN,CHEVR,T,32700,0,0,01/01/20160588 12:00:00 PM,0001,1.0,1.0,355237.0,T105,H,1222P,,NY,I,N,Vesey St,45ft W/of Broadway,01/05/0001 12:00:00 PM,408.0,c4,,YYYYY,0700A,0700P,WHITE,,0.0,,0.0,078,17-No Stand (exc auth veh),,,
