Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation,Latitude,Longitude,Community Board,Community Council ,Census Tract,BIN,BBL,NTA
1382562391,GSD4370,NY,PAS,05/21/2015,21,SDN,VOLKS,S,31190,37010,37030,01/01/20150930 12:00:00 PM,0033,33,0,539545,MN12,0000,0824A,,NY,F,1051,ST NICHOLAS AVENUE,,01/05/0001 12:00:00 PM,408,D1,,YYYYYYB,0800A,0830A,GRAY,0,2015,-,0,,,,,,,,,,,,,
1370108229,FXV9449,NY,PAS,10/02/2014,21,SUBN,PLYMO,S,78030,74730,23230,01/01/20160430 12:00:00 PM,0073,73,0,525349,KN16,0000,0740A,,K,O,162,SOMERS STREET,,01/05/0001 12:00:00 PM,408,D1,,YBBYBBB,0730A,0800A,BROWN,0,1998,-,0,,,,,,,,,,,,,
7700375860,FAW9137,NY,PAS,10/24/2014,38,SUBN,CHEVR,T,5580,5230,5380,01/01/20160421 12:00:00 PM,0078,78,78,357713,T302,O,0203P,,K,F,309,5th Ave,,01/05/0001 12:00:00 PM,408,h1,,Y,0800A,0700P,BL,,2001,,0,56 3,38-Failure to Display Muni Rec,,,,,,,,,,,
7641596939,FMS3619,NY,PAS,05/04/2015,38,SUBN,TOYOT,T,39595,61390,54790,01/01/20150617 12:00:00 PM,109,109,109,358602,T401,P,1122A,,Q,F,42-11,College Point Blvd,,01/05/0001 12:00:00 PM,408,h1,,Y,0800A,0700P,GY,,2014,,0,02 4,38-Failure to Display Muni Rec,,,,,,,,,,,
7761466970,GTA7958,NY,PAS,09/28/2014,74,4DSD,SUBAR,T,17540,28890,18790,01/01/20160918 12:00:00 PM,102,102,102,358855,T402,J,1132A,,Q,F,94-11,86th St,,01/05/0001 12:00:00 PM,408,j2,,,,,BL,,2004,,0,17 4,74-Missing Display Plate,,,,,,,,,,,
7041331854,GSA4698,NY,PAS,12/31/2014,71,4DSD,ACURA,T,0,0,0,01/01/20161231 12:00:00 PM,0043,43,43,361905,T202,X,0847A,,BX,I,N,Elder Ave,20ft E/of Westcheste,01/05/0001 12:00:00 PM,408,j6,,YYYYYYY,,,WH,,2004,,0,03A,71A-Insp Sticker Expired (NYS),,,,,,,,,,,
7041331854,GSA4698,NY,PAS,12/31/2014,71,4DSD,ACURA,T,0,0,0,01/01/20161231 12:00:00 PM,0043,43,43,361905,T202,X,0847A,,BX,I,N,Elder Ave,20ft E/of Westcheste,01/05/0001 12:00:00 PM,408,j6,,YYYYYYY,,,WH,,2004,,0,03A,71A-Insp Sticker Expired (NYS),,,,,,,,,,,
8008254762,GKP7693,NY,PAS,09/24/2014,38,4DSD,ME/BE,T,8140,8590,8690,01/01/20151107 12:00:00 PM,114,114,114,341919,T401,X,1207P,,Q,F,35-28,31st St,,01/05/0001 12:00:00 PM,408,h1,,Y,0900A,0700P,GY,,0,,0,30 4,38-Failure to Display Muni Rec,,,,,,,,,,,
7783966410,FVN1449,OH,PAS,11/08/2014,21,4DSD,TOYOT,T,10390,0,0,01/01/20150388 12:00:00 PM,108,108,108,358902,T401,E,0837A,,Q,I,E,46th St,20ft S/of Greene Ave,01/05/0001 12:00:00 PM,408,d1,,Y,0830A,0900A,BLACK,,0,,0,38-A,21-No Parking (street clean),,,,,,,,,,,
8029112439,88073ME,NY,COM,04/28/2015,69,VAN,FORD,T,34630,10610,10810,01/01/20161130 12:00:00 PM,0017,17,17,361049,T102,M,1250P,,NY,O,229,W 43rd St,,01/05/0001 12:00:00 PM,408,h1,,Y,0700A,0600P,WH,,2015,,0,99 6,69-Failure to Disp Muni Recpt,,,,,,,,,,,
7752324206,FPP8200,NY,PAS,11/25/2014,38,SUBN,LEXUS,T,5880,9230,9280,01/01/20150930 12:00:00 PM,0066,66,66,359576,T302,H,0244P,,K,F,5307,8th Ave,,01/05/0001 12:00:00 PM,408,h1,,Y,0800A,0700P,WH,,2012,,0,25 3,38-Failure to Display Muni Rec,,,,,,,,,,,
8024268784,T502130C,NY,OMT,05/20/2015,50,4DSD,LINCO,T,0,0,0,01/01/20160331 12:00:00 PM,108,108,108,355626,T401,L,0609A,,Q,I,W,35th St,0ft N/of Bradley Ave,01/05/0001 12:00:00 PM,408,e5,,,,,BK,,2008,,0,E 41,50-Crosswalk,,,,,,,,,,,
1381822990,GNF9328,NY,PAS,05/17/2015,20,SUBN,NISSA,P,39130,34880,34930,01/01/20160302 12:00:00 PM,0066,66,66,919645,0066,0000,1100A,,K,O,202,ELMWOOD AVE,,01/05/0001 12:00:00 PM,408,D,,BBBBBBB,0800A,0600P,GY,0,2014,-,0,,,,,,,,,,,,,
1381460379,CRJ3679,NY,PAS,05/02/2015,67,SUBN,TOYOT,P,11020,14190,14690,01/01/20151022 12:00:00 PM,104,104,104,949779,0104,0000,0704A,,Q,F,66 32,52 RD,,01/05/0001 12:00:00 PM,408,E2,,BBBBBBB,ALL,ALL,GR,0,2001,-,0,,,,,,,,,,,,,
1376001780,BMT5961,NY,PAS,01/23/2015,80,SDN,ACURA,X,33520,12550,9720,01/01/20160529 12:00:00 PM,0041,41,41,948597,0041,0000,0300A,,BX,F,573,FOX ST,,01/05/0001 12:00:00 PM,408,J2,,BBBBBBB,ALL,ALL,RED,0,2005,-,0,,,,,,,,,,,,,
1377108478,NENA92,NY,PAS,06/03/2015,98,SDN,ACURA,P,12190,35780,8440,01/01/20160830 12:00:00 PM,108,108,108,943186,0108,0000,0515P,,Q,F,3341,58 ST,,01/05/0001 12:00:00 PM,408,E5,,BBBBBBB,ALL,ALL,GRAY,0,2008,-,0,,,,,,,,,,,,,
8015953261,61249MC,NY,COM,11/10/2014,38,VAN,FORD,T,59990,14740,14810,01/01/88888888 12:00:00 PM,112,112,112,359333,T401,K,0922A,,Q,O,107-20,Queens Blvd,,01/05/0001 12:00:00 PM,408,h1,,Y,0830A,0700P,WHITE,,2012,,0,57-A,38-Failure to Display Muni Rec,,,,,,,,,,,
7351918648,FZF6631,NY,PAS,08/19/2014,71,SUBN,CHEVR,T,61115,0,0,01/01/20160614 12:00:00 PM,106,106,106,355676,T402,R,0131P,,Q,I,S,Rosita Rd,35ft W/of 106th St,01/05/0001 12:00:00 PM,408,j6,,YYYYYYY,,,BR,,2005,,0,P 42,71A-Insp Sticker Expired (NYS),,,,,,,,,,,
7061881641,12633,MA,999,05/06/2015,1,BUS,PREVO,T,11112,0,0,01/01/20150088 12:00:00 PM,0010,10,10,346109,T106,A,0225P,,NY,I,W,12th Ave,50ft N/of W 34th St,01/05/0001 12:00:00 PM,408,C,,,,,PURPL,,0,,0,99 6,01-No Intercity Pmt Displ,,,,,,,,,,,
7650717033,U29CBL,NJ,PAS,08/05/2014,37,DELV,DODGE,T,35680,0,0,01/01/88888888 12:00:00 PM,0061,61,61,361094,T302,I,0440P,0412P,K,I,N,E 19th St,10ft E/of Kings Hwy,01/05/0001 12:00:00 PM,408,h1,,Y,0830A,0700P,WHITE,,0,305-9584,0,03 3,37-Expired Muni Meter,,,,,,,,,,,
8017930744,GMH1085,NY,PAS,06/11/2015,37,SUBN,ROVER,T,26230,34930,34980,01/01/20160120 12:00:00 PM,0070,70,70,361799,T302,G,0106P,1243P,K,F,325,Church Ave,,01/05/0001 12:00:00 PM,408,h1,,Y,0830A,0700P,BLACK,,2010,350-3010,0,09 3,37-Expired Muni Meter,,,,,,,,,,,
8001138367,GDM8166,NY,PAS,10/01/2014,37,SUBN,CHEVR,T,77030,0,0,01/01/20150114 12:00:00 PM,0060,60,60,346022,T802,A,0912P,0902P,K,I,S,Shore Pky,20ft E/of Sheepshead,01/05/0001 12:00:00 PM,408,h1,,Y,0900A,1000P,GY,,2013,334-3048,0,A 31,37-Expired Muni Meter,,,,,,,,,,,
7003403481,FLL9439,NY,PAS,06/01/2015,14,4DSD,MITSU,T,9540,52390,65490,01/01/20170406 12:00:00 PM,109,109,109,354002,T401,G,0159P,,Q,O,136-61,41st Ave,,01/05/0001 12:00:00 PM,408,c,,YYYYYYY,0700A,0400P,BL,,2011,,0,01 4,14-No Standing,,,,,,,,,,,
7779988442,ECP6856,NY,PAS,01/25/2015,40,SUBN,FORD,T,57720,29820,12550,01/01/88888888 12:00:00 PM,0049,49,49,361055,T201,X,0749A,,BX,F,1548,Pelham Pkway South,,01/05/0001 12:00:00 PM,408,e2,,YYYYYYY,,,TAN,,0,,8,K 21,40-Fire Hydrant,,,,,,,,,,,
7779988442,ECP6856,NY,PAS,01/25/2015,40,SUBN,FORD,T,57720,29820,12550,01/01/88888888 12:00:00 PM,0049,49,49,361055,T201,X,0749A,,BX,F,1548,Pelham Pkway South,,01/05/0001 12:00:00 PM,408,e2,,YYYYYYY,,,TAN,,0,,8,K 21,40-Fire Hydrant,,,,,,,,,,,
8002037418,EVA1008,NY,PAS,12/08/2014,37,4DSD,INFIN,T,15040,28990,59990,01/01/20150831 12:00:00 PM,112,112,112,358588,T401,Q,1246P,1232P,Q,F,107-21,71st Rd,,01/05/0001 12:00:00 PM,408,h1,,Y,0830A,0700P,BK,,2012,405-3008,0,61-A,37-Expired Muni Meter,,,,,,,,,,,
8000023003,DKC2544,NY,PAS,07/21/2014,38,SUBN,ME/BE,T,54100,47630,31530,01/01/20151023 12:00:00 PM,0083,83,83,347470,T301,E,0610P,,K,F,329,Knickerbocker Ave,,01/05/0001 12:00:00 PM,408,h1,,Y,0800A,0700P,GY,,2002,,0,11 3,38-Failure to Display Muni Rec,,,,,,,,,,,
7418306647,DZD1953,NY,PAS,05/09/2015,70,SUBN,DODGE,T,50020,59720,12550,01/01/20150504 12:00:00 PM,0043,43,43,362266,T201,K,1106A,,BX,F,2049,McGraw Ave,,01/05/0001 12:00:00 PM,408,j3,,YYYYYYY,,,BK,,2006,,0,04 2,70A-Reg. Sticker Expired (NYS),,,,,,,,,,,
7893995233,AN917T,NJ,PAS,02/26/2015,84,DELV,PETER,T,17830,16320,24890,01/01/88888888 12:00:00 PM,0014,14,14,346409,T106,A,0557A,,NY,O,110,E 42nd St,,01/05/0001 12:00:00 PM,408,k7,,,,,WHITE,,0,,0,C 17,84-Platform lifts in low posit,,,,,,,,,,,
7099392281,U135498,TN,PAS,09/24/2014,66,TRLR,NS/OT,T,8990,40404,40404,01/01/88880088 12:00:00 PM,114,114,114,358569,T401,N,0313P,,Q,F,1-10,38th Ave,,01/05/0001 12:00:00 PM,408,k4,,,,,RED,,0,,0,E-PM,66-Detached Trailer,,,,,,,,,,,
7501868852,GKJ5549,NY,PAS,11/29/2014,20,SUBN,BMW,T,68930,20110,77730,01/01/20150828 12:00:00 PM,0084,84,84,356531,T301,C,1222P,,K,F,267,Pacific St,,01/05/0001 12:00:00 PM,408,d,,YYYYYYY,,,BL,,2013,,0,04 3,20A-No Parking (Non-COM),,,,,,,,,,,
7784783966,62406JM,NY,COM,02/04/2015,14,DELV,INTER,T,18590,0,0,01/01/88888888 12:00:00 PM,115,115,115,361296,T401,B,1029A,,Q,I,E,93rd St,45ft N/of 34th Ave,01/05/0001 12:00:00 PM,408,c,,YYYYYYY,0700A,0400P,BROWN,,1996,,0,18 4,14-No Standing,,,,,,,,,,,
7790785060,GXT7771,NY,PAS,06/15/2015,37,4DSD,TOYOT,T,61090,65490,36590,01/01/20170403 12:00:00 PM,109,109,109,356979,T401,Q,0105P,1243P,Q,F,142-05,Roosevelt Ave,,01/01/20150615 12:00:00 PM,408,h1,,Y,0800A,0700P,GY,,2014,406-9440,0,01 4,37-Expired Muni Meter,,,,,,,,,,,
7341582005,82663MA,NY,COM,02/09/2015,20,PICK,FORD,T,10410,18530,18550,01/01/20151130 12:00:00 PM,0019,19,19,355459,T103,M,0142P,0112P,NY,F,965,5th Ave,,01/01/20150209 12:00:00 PM,408,d,,YYYYY,0700A,0400P,BL,,2013,,0,02 7,20-No Parking (Com Plate),,,,,,,,,,,
8043600697,E97FCW,NJ,PAS,06/13/2015,38,4DSD,MAZDA,T,61090,18840,18840,01/01/88888888 12:00:00 PM,115,115,115,359585,T401,D,0818A,,Q,F,94-24,Roosevelt Ave,,01/05/0001 12:00:00 PM,408,h1,,YYYYYYY,0800A,0700P,GREY,,0,,0,22-A,38-Failure to Display Muni Rec,,,,,,,,,,,
8026220614,EFF7947,NY,PAS,03/27/2015,37,4DSD,TOYOT,T,29290,40404,40404,01/01/20160427 12:00:00 PM,109,109,109,358588,T401,Q,1032A,1000A,Q,F,41-61,Barclay Ave,,01/05/0001 12:00:00 PM,408,h1,,Y,0800A,0700P,BK,,1996,406-9458,0,04 4,37-Expired Muni Meter,,,,,,,,,,,
7072799722,FAL6868,NY,PAS,11/15/2014,21,4DSD,HONDA,T,0,0,0,01/01/20160525 12:00:00 PM,0050,50,50,357046,T201,H,0806A,,BX,I,N,E 195th St,50ft E/of Jerome Ave,01/05/0001 12:00:00 PM,408,d1,,Y,0800A,0900A,BK,,2007,,0,52 2,21-No Parking (street clean),,,,,,,,,,,
7114976288,GJZ4085,NY,PAS,01/07/2015,71,4DSD,BMW,T,55030,45030,26730,01/01/20151217 12:00:00 PM,0088,88,88,351966,T301,Y,1044A,,K,O,73,Lefferts Pl,,01/05/0001 12:00:00 PM,408,j6,,YYYYYYY,,,BK,,2002,,0,I 31,71A-Insp Sticker Expired (NYS),,,,,,,,,,,
7114976288,GJZ4085,NY,PAS,01/07/2015,71,4DSD,BMW,T,55030,45030,26730,01/01/20151217 12:00:00 PM,0088,88,88,351966,T301,Y,1044A,,K,O,73,Lefferts Pl,,01/05/0001 12:00:00 PM,408,j6,,YYYYYYY,,,BK,,2002,,0,I 31,71A-Insp Sticker Expired (NYS),,,,,,,,,,,
8033130039,98400JX,NY,COM,05/15/2015,51,VAN,WORKH,T,21790,19985,29440,01/01/88888888 12:00:00 PM,0001,1,1,358863,T105,N,0447P,,NY,O,80,Greenwich St,,01/05/0001 12:00:00 PM,408,e3,,,,,BROWN,,2007,,0,Y 99,51-Sidewalk,,,,,,,,,,,
8006996672,AE04471,PA,PAS,06/02/2015,38,TRLR,INTER,T,35380,0,0,01/01/20160588 12:00:00 PM,0066,66,66,361356,T302,B,1248P,,K,I,E,E 13th St,40ft S/of Avenue J,01/05/0001 12:00:00 PM,408,h1,,YYYYY,0800A,0700P,WHITE,,0,,0,02 3,38-Failure to Display Muni Rec,,,,,,,,,,,
1338335777,GEB1354,NY,PAS,02/14/2015,53,SDN,LINCO,P,0,0,0,01/01/20161228 12:00:00 PM,122,122,5,161423,0005,0000,0331P,,R,F,,FR CAPPODANO BLVD,DRURY AVE GREENE STR,01/05/0001 12:00:00 PM,408,J3,,BBBBBBB,ALL,ALL,BLACK,0,2012,-,0,,,,,,,,,,,,,
8029468374,99647PA,NY,IRP,05/05/2015,84,TR,MACK,T,10410,18030,18050,01/01/20150930 12:00:00 PM,0018,18,18,357711,T106,I,0925P,,NY,F,663,5th Ave,,01/05/0001 12:00:00 PM,408,k7,,,,,WH,,0,,0,99 6,84-Platform lifts in low posit,,,,,,,,,,,
7854369392,AP678Y,NJ,PAS,06/10/2015,19,DELV,INTER,T,34770,10910,11010,01/01/88888888 12:00:00 PM,0018,18,18,353486,T106,A,0524A,,NY,O,459,W 50th St,,01/05/0001 12:00:00 PM,408,c3,,YYYYYYY,,,WHITE,,0,,0,C 17,19-No Stand (bus stop),,,,,,,,,,,
7176954185,GJS3728,NY,PAS,12/10/2014,71,SUBN,JEEP,T,15710,34200,31290,01/01/20151007 12:00:00 PM,122,122,122,355111,T303,A,0825A,,R,O,465,Amherst Ave,,01/05/0001 12:00:00 PM,408,j6,,YYYYYYY,,,GR,,2005,,0,08-A,71A-Insp Sticker Expired (NYS),,,,,,,,,,,
7090490683,41951JX,NY,COM,03/17/2015,19,DELV,WORKH,T,50290,23940,24040,01/01/88888888 12:00:00 PM,109,109,109,358569,T401,N,0153P,,Q,F,159-13,Horace Harding Expy,,01/05/0001 12:00:00 PM,408,c3,,YYYYYYY,,,BROWN,,2007,,0,Z 41,19-No Stand (bus stop),,,,,,,,,,,
7098881533,11584JY,NY,COM,08/29/2014,21,VAN,CHEVR,T,37290,37190,66490,01/01/88888888 12:00:00 PM,110,110,110,361130,T401,D,0841A,,Q,O,82-23,Broadway,,01/05/0001 12:00:00 PM,408,d1,,Y,0830A,0900A,WHITE,,2007,,0,12-A,21-No Parking (street clean),,,,,,,,,,,
7057429137,63480JM,NY,COM,07/30/2014,14,VAN,INTER,T,17650,10210,10110,01/01/88888888 12:00:00 PM,0017,17,17,359594,T102,J,0416P,,NY,O,205,E 33rd St,,01/05/0001 12:00:00 PM,408,c,,YYYYYYY,,,BROWN,,1995,,0,31 6,14-No Standing,,,,,,,,,,,
7097788276,41115MC,NY,COM,08/18/2014,38,BUS,FORD,T,15710,35710,35770,01/01/88888888 12:00:00 PM,0024,24,24,355567,T103,M,0157P,,NY,F,775,Columbus Ave,,01/05/0001 12:00:00 PM,408,h1,,YYYYY,0100P,0700P,WHITE,,2008,,0,CC1,38-Failure to Display Muni Rec,,,,,,,,,,,
7477165441,GZS5415,PA,PAS,05/02/2015,38,4DSD,SCION,T,40890,23750,23800,01/01/20150588 12:00:00 PM,106,106,106,356226,T402,C,0532P,,Q,F,157-14,Cross Bay Blvd,,01/05/0001 12:00:00 PM,408,h1,,Y,0900A,0700P,BLACK,,0,,0,27 4,38-Failure to Display Muni Rec,,,,,,,,,,,
8007240731,62369JM,NY,COM,05/21/2015,38,DELV,INTER,T,9490,59990,10440,01/01/88888888 12:00:00 PM,108,108,108,358919,T401,J,0307P,,Q,F,45-09,40th St,,01/05/0001 12:00:00 PM,408,h1,,Y,0900A,0700P,BROWN,,1993,,0,37-P,38-Failure to Display Muni Rec,,,,,,,,,,,
8013066344,83350AT,NY,COM,12/17/2014,48,DELV,NS/OT,T,10010,19250,19270,01/01/20151031 12:00:00 PM,0023,23,23,347593,T103,B,1043A,,NY,F,2251,1st Ave,,01/05/0001 12:00:00 PM,408,e9,,,,,BLACK,,0,,0,E 77,48-Bike Lane,,,,,,,,,,,
1385608675,19860JT,NY,COM,06/23/2015,46,DELV,MERCU,P,59590,8290,54100,01/01/20151031 12:00:00 PM,109,109,109,932677,0109,0000,0306P,,Q,O,33-10,PRINCE ST,,01/05/0001 12:00:00 PM,408,F1,,BBBBBBB,ALL,ALL,BROWN,0,2005,-,0,,,,,,,,,,,,,
7336380517,GVD3213,NY,PAS,04/21/2015,14,SUBN,FORD,T,29690,0,10530,01/01/20170112 12:00:00 PM,0033,33,33,355117,T103,A,0712A,,NY,F,1051,Riverside Dr,,01/05/0001 12:00:00 PM,408,c,,YYYYY,0700A,1000A,WH,,1993,,0,CC3,14-No Standing,,,,,,,,,,,
1376301003,GTR8802,NY,PAS,12/09/2014,14,SDN,HYUND,P,54580,9140,61090,01/01/20160131 12:00:00 PM,109,109,109,932677,0109,0000,0505P,,Q,F,39-15,MAIN ST,,01/05/0001 12:00:00 PM,408,F1,,BBBBBBB,ALL,ALL,GRAY,0,2006,-,0,,,,,,,,,,,,,
7309964550,GRZ8683,NY,PAS,03/21/2015,37,SUBN,INFIN,T,31190,0,0,01/01/20160806 12:00:00 PM,0028,28,28,358223,T103,R,0450P,0416P,NY,I,W,St Nicholas Ave,25ft N/of W 125th St,01/01/20150321 12:00:00 PM,408,h1,,Y,0900A,0700P,BK,,2008,101-9684,0,02 7,37-Expired Muni Meter,,,,,,,,,,,
8028214204,AF66663,PA,PAS,04/17/2015,46,TRAC,INTER,T,10810,34770,34790,01/01/20150588 12:00:00 PM,0018,18,18,345275,T106,A,0557A,1200P,NY,O,840,8th Ave,,01/05/0001 12:00:00 PM,408,F1,,,,,WHITE,,0,,0,F 17,46B-Double Parking (Com-100Ft),,,,,,,,,,,
8017662890,42515ME,NY,COM,04/14/2015,46,DELV,INTER,T,10010,17090,17110,01/01/20160331 12:00:00 PM,0009,9,9,362208,T101,F,0115P,1200P,NY,F,85,1st Ave,,01/05/0001 12:00:00 PM,408,F1,,,,,WHITE,,0,,0,62 1,46B-Double Parking (Com-100Ft),,,,,,,,,,,
7448776680,GVD6854,NY,PAS,03/29/2015,71,SUBN,ME/BE,T,20300,23490,23640,01/01/20170311 12:00:00 PM,103,103,103,357050,T402,A,0659A,,Q,O,153-17,109th Rd,,01/05/0001 12:00:00 PM,408,j6,,,,,GL,,2007,,0,A 42,71-Insp. Sticker Missing (NYS,,,,,,,,,,,
7436325875,EHZ6553,NY,PAS,10/25/2014,51,4DSD,NISSA,T,44690,20990,21070,01/01/20160606 12:00:00 PM,113,113,113,358116,T402,P,0319P,,Q,F,117-31,Farmers Blvd,,01/05/0001 12:00:00 PM,408,e3,,,,,BK,,2008,,0,A 42,51-Sidewalk,,,,,,,,,,,
8001242006,65776MA,NY,COM,12/17/2014,69,VAN,CHEVR,T,34270,10510,10610,01/01/20141231 12:00:00 PM,0013,13,13,359330,T102,J,0112P,,NY,F,127,W 25th St,,01/05/0001 12:00:00 PM,408,h1,,YYYYY,0800A,0700P,WH,,2011,,0,99 6,69-Failure to Disp Muni Recpt,,,,,,,,,,,
8001518620,GPP2359,NY,PAS,10/13/2014,38,SUBN,LEXUS,T,13610,0,0,01/01/20160518 12:00:00 PM,0024,24,24,358659,T103,J,0110P,,NY,I,E,Broadway,30ft S/of W 90th St,01/05/0001 12:00:00 PM,408,h1,,Y,0800A,1000P,GY,,2015,,0,25 7,38-Failure to Display Muni Rec,,,,,,,,,,,
7018902472,FSB7674,NY,PAS,01/22/2015,21,CONV,CHRYS,T,13820,72620,10620,01/01/20150922 12:00:00 PM,0049,49,49,359304,T202,X,1256P,,BX,O,2542,Boston Rd,,01/05/0001 12:00:00 PM,408,d1,,Y,1130A,0100P,RD,,2013,,0,01P,21-No Parking (street clean),,,,,,,,,,,
7018902472,FSB7674,NY,PAS,01/22/2015,21,CONV,CHRYS,T,13820,72620,10620,01/01/20150922 12:00:00 PM,0049,49,49,359304,T202,X,1256P,,BX,O,2542,Boston Rd,,01/05/0001 12:00:00 PM,408,d1,,Y,1130A,0100P,RD,,2013,,0,01P,21-No Parking (street clean),,,,,,,,,,,
7846684085,52254JT,NY,COM,09/09/2014,69,VAN,GMC,T,17630,27790,24890,01/01/20150228 12:00:00 PM,0014,14,14,355678,T102,C,0954A,,NY,F,128,E 32nd St,,01/05/0001 12:00:00 PM,408,h1,,YYYYY,0700A,0700P,WHITE,,2005,,0,21 6,69-Failure to Disp Muni Recpt,,,,,,,,,,,
7125928663,50060MD,NY,COM,07/14/2014,69,VAN,NS/OT,T,34370,13610,10510,01/01/20141130 12:00:00 PM,0014,14,14,361135,T102,L,0544P,,NY,F,43,W 30th St,,01/05/0001 12:00:00 PM,408,h1,,Y,0800A,0600P,WHITE,,2013,,0,21 6,69-Failure to Disp Muni Recpt,,,,,,,,,,,
7250797578,GEK1020,NY,PAS,07/10/2014,21,2DSD,SMART,T,8880,6280,6380,01/01/20150221 12:00:00 PM,0066,66,66,358628,T302,A,0943A,,K,F,1236,46th St,,01/05/0001 12:00:00 PM,408,d1,,Y,0830A,1000A,BK,,2013,,0,01 3,21-No Parking (street clean),,,,,,,,,,,
7720637720,EYF2168,NY,PAS,10/08/2014,71,SUBN,INFIN,T,5780,5080,5230,01/01/20160324 12:00:00 PM,0078,78,78,357744,T302,K,0823A,,K,O,175,7th Ave,,01/05/0001 12:00:00 PM,408,j6,,YYYYYYY,,,BK,,2004,,0,59 3,71A-Insp Sticker Expired (NYS),,,,,,,,,,,
7804763517,EBN3814,NY,PAS,10/30/2014,21,4DSD,SATUR,T,36050,13610,29690,01/01/20160514 12:00:00 PM,0023,23,23,361371,T103,J,1107A,,NY,F,601,W 114th St,,01/05/0001 12:00:00 PM,408,d1,,Y  Y,1100A,1230A,BK,,2004,,0,47 7,21-No Parking (street clean),,,,,,,,,,,
7665121342,GCF4407,NY,PAS,06/22/2015,14,4DSD,INFIN,T,18330,10010,45590,01/01/20160830 12:00:00 PM,0019,19,19,355156,T103,A,0554A,,NY,O,406,E 67th St,,01/05/0001 12:00:00 PM,408,c,,YYYYYYY,,,RD,,2014,,0,CCA,14-No Standing,,,,,,,,,,,
7662663530,FYP7413,NY,PAS,06/24/2015,14,SUBN,GMC,T,37070,0,0,01/01/20160426 12:00:00 PM,0033,33,33,359294,T103,L,0407P,,NY,I,N,W 165th St,200ft E/of Riverside,01/05/0001 12:00:00 PM,408,c,,YYYYY,0400P,0700P,GY,,2015,,0,N 77,14-No Standing,,,,,,,,,,,
7931867269,15081JW,NY,COM,07/29/2014,16,VAN,CHEVR,T,27100,0,0,01/01/20141231 12:00:00 PM,0001,1,1,359603,T101,A,0912A,0727A,NY,I,N,Nassau St,20ft W/of Cedar St,01/05/0001 12:00:00 PM,408,k2,,YYYYYYY,,,BLUE,,2009,,0,09 1,16-No Std (Com Veh) Com Plate,,,,,,,,,,,
7094796766,FXP4482,NY,PAS,05/12/2015,38,4DSD,VOLKS,T,37350,31190,32790,01/01/20160321 12:00:00 PM,0034,34,34,356267,T103,S,0145P,,NY,F,602,W 180th St,,01/05/0001 12:00:00 PM,408,h1,,Y,0930A,0700P,BK,,0,,0,03 7,38-Failure to Display Muni Rec,,,,,,,,,,,
7948691121,89780JY,NY,COM,10/29/2014,69,VAN,CHEVR,T,24050,0,0,01/01/20150630 12:00:00 PM,0001,1,1,358862,T101,H,1010A,,NY,I,N,John St,20ft W/of South St,01/05/0001 12:00:00 PM,408,h1,,YYYYY,0800A,0600P,WH,,2009,,0,04 1,69-Failure to Disp Muni Recpt,,,,,,,,,,,
7659725439,73773MD,NY,COM,11/17/2014,21,DELV,ISUZU,T,35170,14510,15710,01/01/20160531 12:00:00 PM,0020,20,20,358650,T103,F,0921A,,NY,O,18,W 70th St,,01/05/0001 12:00:00 PM,408,d1,,Y  Y,0900A,1030A,WH,,2014,,0,39 7,21-No Parking (street clean),,,,,,,,,,,
1377173756,PQL6942,GA,PAS,11/09/2014,17,SDN,ME/BE,P,36270,10410,24690,01/01/20150228 12:00:00 PM,0028,28,28,956155,0028,0000,0221P,,NY,F,55,W 125 ST,,01/05/0001 12:00:00 PM,408,J6,,BBBBBBB,ALL,ALL,GY,0,0,-,0,,,,,,,,,,,,,
7040632159,GDN1736,NY,PAS,06/23/2015,38,SUBN,HONDA,T,8780,0,0,01/01/20170225 12:00:00 PM,0066,66,66,358888,T302,U,0920A,,K,I,N,44th St,15ft E/of 13th Ave,01/05/0001 12:00:00 PM,408,h1,,YYYYY,0900A,0700P,BLACK,,2013,,0,01 3,38-Failure to Display Muni Rec,,,,,,,,,,,
7191174274,GDU9206,NY,PAS,01/07/2015,71,4DSD,TOYOT,T,6590,9640,9790,01/01/20161227 12:00:00 PM,114,114,114,358573,T401,D,0944A,,Q,O,4103,21st Ave,,01/05/0001 12:00:00 PM,408,j6,,YYYYYYY,,,SILVE,,2012,,0,35 4,71A-Insp Sticker Expired (NYS),,,,,,,,,,,
7191174274,GDU9206,NY,PAS,01/07/2015,71,4DSD,TOYOT,T,6590,9640,9790,01/01/20161227 12:00:00 PM,114,114,114,358573,T401,D,0944A,,Q,O,4103,21st Ave,,01/05/0001 12:00:00 PM,408,j6,,YYYYYYY,,,SILVE,,2012,,0,35 4,71A-Insp Sticker Expired (NYS),,,,,,,,,,,
